SiteID, 70784.0,Site Timezone,-5.0,Data Timezone,0
Longitude, -75.000671
Latitude, 40.016705
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),power (MW)
2010,1,1,0,0,0.54,0.0
2010,1,1,0,5,0.448,0.0
2010,1,1,0,10,0.396,0.0
2010,1,1,0,15,0.384,0.0
2010,1,1,0,20,0.387,0.0
2010,1,1,0,25,0.393,0.0
2010,1,1,0,30,0.396,0.0
2010,1,1,0,35,0.405,0.0
2010,1,1,0,40,0.418,0.0
2010,1,1,0,45,0.445,0.0
2010,1,1,0,50,0.5,0.0
2010,1,1,0,55,0.561,0.0
2010,1,1,1,0,0.582,0.0
2010,1,1,1,5,0.585,0.0
2010,1,1,1,10,0.5730000000000001,0.0
2010,1,1,1,15,0.5700000000000001,0.0
2010,1,1,1,20,0.552,0.0
2010,1,1,1,25,0.5700000000000001,0.0
2010,1,1,1,30,0.604,0.0
2010,1,1,1,35,0.607,0.0
2010,1,1,1,40,0.619,0.0
2010,1,1,1,45,0.64,0.0
2010,1,1,1,50,0.643,0.0
2010,1,1,1,55,0.625,0.0
2010,1,1,2,0,0.588,0.0
2010,1,1,2,5,0.531,0.0
2010,1,1,2,10,0.485,0.0
2010,1,1,2,15,0.47900000000000004,0.0
2010,1,1,2,20,0.497,0.0
2010,1,1,2,25,0.524,0.0
2010,1,1,2,30,0.543,0.0
2010,1,1,2,35,0.5670000000000001,0.0
2010,1,1,2,40,0.61,0.0
2010,1,1,2,45,0.68,0.0
2010,1,1,2,50,0.741,0.0
2010,1,1,2,55,0.802,0.0
2010,1,1,3,0,0.86,0.0
2010,1,1,3,5,0.897,0.0
2010,1,1,3,10,0.927,0.0
2010,1,1,3,15,0.9550000000000001,0.0
2010,1,1,3,20,0.961,0.0
2010,1,1,3,25,0.9580000000000001,0.0
2010,1,1,3,30,0.937,0.0
2010,1,1,3,35,0.891,0.0
2010,1,1,3,40,0.851,0.0
2010,1,1,3,45,0.8180000000000001,0.0
2010,1,1,3,50,0.772,0.0
2010,1,1,3,55,0.741,0.0
2010,1,1,4,0,0.723,0.0
2010,1,1,4,5,0.6990000000000001,0.0
2010,1,1,4,10,0.668,0.0
2010,1,1,4,15,0.659,0.0
2010,1,1,4,20,0.607,0.0
2010,1,1,4,25,0.54,0.0
2010,1,1,4,30,0.47300000000000003,0.0
2010,1,1,4,35,0.366,0.0
2010,1,1,4,40,0.259,0.0
2010,1,1,4,45,0.20400000000000001,0.0
2010,1,1,4,50,0.186,0.0
2010,1,1,4,55,0.195,0.0
2010,1,1,5,0,0.23800000000000002,0.0
2010,1,1,5,5,0.299,0.0
2010,1,1,5,10,0.353,0.0
2010,1,1,5,15,0.405,0.0
2010,1,1,5,20,0.454,0.0
2010,1,1,5,25,0.488,0.0
2010,1,1,5,30,0.527,0.0
2010,1,1,5,35,0.5640000000000001,0.0
2010,1,1,5,40,0.607,0.0
2010,1,1,5,45,0.637,0.0
2010,1,1,5,50,0.661,0.0
2010,1,1,5,55,0.6950000000000001,0.0
2010,1,1,6,0,0.716,0.0
2010,1,1,6,5,0.71,0.0
2010,1,1,6,10,0.6980000000000001,0.0
2010,1,1,6,15,0.6920000000000001,0.0
2010,1,1,6,20,0.686,0.0
2010,1,1,6,25,0.6920000000000001,0.0
2010,1,1,6,30,0.704,0.0
2010,1,1,6,35,0.71,0.0
2010,1,1,6,40,0.729,0.0
2010,1,1,6,45,0.759,0.0
2010,1,1,6,50,0.787,0.0
2010,1,1,6,55,0.808,0.0
2010,1,1,7,0,0.842,0.0
2010,1,1,7,5,0.875,0.0
2010,1,1,7,10,0.906,0.0
2010,1,1,7,15,0.927,0.0
2010,1,1,7,20,0.964,0.0
2010,1,1,7,25,1.0190000000000001,0.0
2010,1,1,7,30,1.046,0.0
2010,1,1,7,35,1.083,0.0
2010,1,1,7,40,1.1320000000000001,0.0
2010,1,1,7,45,1.171,0.0
2010,1,1,7,50,1.183,0.0
2010,1,1,7,55,1.183,0.0
2010,1,1,8,0,1.196,0.0
2010,1,1,8,5,1.214,0.0
2010,1,1,8,10,1.238,0.0
2010,1,1,8,15,1.254,0.0
2010,1,1,8,20,1.2510000000000001,0.0
2010,1,1,8,25,1.2570000000000001,0.0
2010,1,1,8,30,1.281,0.0
2010,1,1,8,35,1.321,0.0
2010,1,1,8,40,1.364,0.0
2010,1,1,8,45,1.403,0.0
2010,1,1,8,50,1.412,0.0
2010,1,1,8,55,1.412,0.0
2010,1,1,9,0,1.434,0.0
2010,1,1,9,5,1.461,0.0
2010,1,1,9,10,1.483,0.0
2010,1,1,9,15,1.498,0.0
2010,1,1,9,20,1.5070000000000001,0.0
2010,1,1,9,25,1.522,0.0
2010,1,1,9,30,1.553,0.0
2010,1,1,9,35,1.599,0.0
2010,1,1,9,40,1.629,0.0
2010,1,1,9,45,1.6600000000000001,0.0
2010,1,1,9,50,1.687,0.0
2010,1,1,9,55,1.73,0.0
2010,1,1,10,0,1.782,0.0
2010,1,1,10,5,1.824,0.0
2010,1,1,10,10,1.861,0.0
2010,1,1,10,15,1.913,0.0
2010,1,1,10,20,1.956,0.0
2010,1,1,10,25,1.968,0.0
2010,1,1,10,30,1.947,0.0
2010,1,1,10,35,1.8980000000000001,0.0
2010,1,1,10,40,1.812,0.0
2010,1,1,10,45,1.718,0.0
2010,1,1,10,50,1.6540000000000001,0.0
2010,1,1,10,55,1.605,0.0
2010,1,1,11,0,1.538,0.0
2010,1,1,11,5,1.486,0.0
2010,1,1,11,10,1.464,0.0
2010,1,1,11,15,1.446,0.0
2010,1,1,11,20,1.449,0.0
2010,1,1,11,25,1.464,0.0
2010,1,1,11,30,1.495,0.0
2010,1,1,11,35,1.522,0.0
2010,1,1,11,40,1.556,0.0
2010,1,1,11,45,1.577,0.0
2010,1,1,11,50,1.611,0.0
2010,1,1,11,55,1.657,0.0
2010,1,1,12,0,1.718,0.0
2010,1,1,12,5,1.7910000000000001,0.0
2010,1,1,12,10,1.846,0.0
2010,1,1,12,15,1.87,0.0
2010,1,1,12,20,1.895,0.0
2010,1,1,12,25,1.9040000000000001,0.0
2010,1,1,12,30,1.861,0.0
2010,1,1,12,35,1.794,0.0
2010,1,1,12,40,1.7630000000000001,0.0
2010,1,1,12,45,1.7850000000000001,0.0
2010,1,1,12,50,1.815,0.0
2010,1,1,12,55,1.861,0.0
2010,1,1,13,0,1.965,0.0
2010,1,1,13,5,2.066,0.001
2010,1,1,13,10,2.121,0.001
2010,1,1,13,15,2.172,0.002
2010,1,1,13,20,2.237,0.002
2010,1,1,13,25,2.273,0.003
2010,1,1,13,30,2.319,0.003
2010,1,1,13,35,2.392,0.004
2010,1,1,13,40,2.49,0.005
2010,1,1,13,45,2.615,0.007
2010,1,1,13,50,2.707,0.008
2010,1,1,13,55,2.734,0.008
2010,1,1,14,0,2.722,0.008
2010,1,1,14,5,2.694,0.007
2010,1,1,14,10,2.649,0.007
2010,1,1,14,15,2.597,0.006
2010,1,1,14,20,2.521,0.005
2010,1,1,14,25,2.469,0.005
2010,1,1,14,30,2.475,0.005
2010,1,1,14,35,2.444,0.005
2010,1,1,14,40,2.46,0.005
2010,1,1,14,45,2.435,0.005
2010,1,1,14,50,2.362,0.004
2010,1,1,14,55,2.346,0.004
2010,1,1,15,0,2.365,0.004
2010,1,1,15,5,2.349,0.004
2010,1,1,15,10,2.31,0.003
2010,1,1,15,15,2.258,0.003
2010,1,1,15,20,2.136,0.001
2010,1,1,15,25,1.974,0.0
2010,1,1,15,30,1.831,0.0
2010,1,1,15,35,1.788,0.0
2010,1,1,15,40,1.803,0.0
2010,1,1,15,45,1.867,0.0
2010,1,1,15,50,1.962,0.0
2010,1,1,15,55,2.069,0.0
2010,1,1,16,0,2.1750000000000003,0.002
2010,1,1,16,5,2.279,0.003
2010,1,1,16,10,2.343,0.003
2010,1,1,16,15,2.362,0.004
2010,1,1,16,20,2.4010000000000002,0.004
2010,1,1,16,25,2.536,0.006
2010,1,1,16,30,2.694,0.007
2010,1,1,16,35,2.844,0.009000000000000001
2010,1,1,16,40,2.8930000000000002,0.009000000000000001
2010,1,1,16,45,2.868,0.009000000000000001
2010,1,1,16,50,2.801,0.008
2010,1,1,16,55,2.755,0.008
2010,1,1,17,0,2.7920000000000003,0.008
2010,1,1,17,5,2.865,0.009000000000000001
2010,1,1,17,10,2.957,0.01
2010,1,1,17,15,3.06,0.019
2010,1,1,17,20,3.146,0.027
2010,1,1,17,25,3.216,0.034
2010,1,1,17,30,3.277,0.039
2010,1,1,17,35,3.311,0.043000000000000003
2010,1,1,17,40,3.286,0.04
2010,1,1,17,45,3.201,0.032
2010,1,1,17,50,3.1310000000000002,0.025
2010,1,1,17,55,3.103,0.023
2010,1,1,18,0,3.067,0.019
2010,1,1,18,5,3.0580000000000003,0.018000000000000002
2010,1,1,18,10,3.073,0.02
2010,1,1,18,15,3.113,0.023
2010,1,1,18,20,3.1950000000000003,0.031
2010,1,1,18,25,3.335,0.045
2010,1,1,18,30,3.485,0.059000000000000004
2010,1,1,18,35,3.6830000000000003,0.078
2010,1,1,18,40,3.875,0.096
2010,1,1,18,45,3.994,0.109
2010,1,1,18,50,4.055,0.11900000000000001
2010,1,1,18,55,4.174,0.139
2010,1,1,19,0,4.29,0.158
2010,1,1,19,5,4.376,0.17200000000000001
2010,1,1,19,10,4.416,0.179
2010,1,1,19,15,4.486,0.19
2010,1,1,19,20,4.614,0.211
2010,1,1,19,25,4.736,0.231
2010,1,1,19,30,4.877,0.255
2010,1,1,19,35,5.087,0.297
2010,1,1,19,40,5.325,0.353
2010,1,1,19,45,5.575,0.41100000000000003
2010,1,1,19,50,5.728,0.446
2010,1,1,19,55,5.715,0.444
2010,1,1,20,0,5.602,0.417
2010,1,1,20,5,5.4590000000000005,0.384
2010,1,1,20,10,5.328,0.353
2010,1,1,20,15,5.252,0.336
2010,1,1,20,20,5.276,0.341
2010,1,1,20,25,5.4990000000000006,0.393
2010,1,1,20,30,5.773,0.457
2010,1,1,20,35,5.8340000000000005,0.47100000000000003
2010,1,1,20,40,5.6690000000000005,0.433
2010,1,1,20,45,5.422,0.375
2010,1,1,20,50,5.245,0.334
2010,1,1,20,55,5.194,0.322
2010,1,1,21,0,5.328,0.353
2010,1,1,21,5,5.594,0.41500000000000004
2010,1,1,21,10,5.963,0.501
2010,1,1,21,15,6.46,0.654
2010,1,1,21,20,7.025,0.833
2010,1,1,21,25,7.574,1.045
2010,1,1,21,30,7.968,1.197
2010,1,1,21,35,8.233,1.299
2010,1,1,21,40,8.425,1.372
2010,1,1,21,45,8.596,1.438
2010,1,1,21,50,8.764,1.502
2010,1,1,21,55,8.913,1.56
2010,1,1,22,0,9.069,1.604
2010,1,1,22,5,9.298,1.666
2010,1,1,22,10,9.533,1.729
2010,1,1,22,15,9.621,1.7530000000000001
2010,1,1,22,20,9.456,1.709
2010,1,1,22,25,9.173,1.6340000000000001
2010,1,1,22,30,9.048,1.601
2010,1,1,22,35,9.207,1.643
2010,1,1,22,40,9.536,1.732
2010,1,1,22,45,9.921,1.835
2010,1,1,22,50,10.247,1.8760000000000001
2010,1,1,22,55,10.391,1.8940000000000001
2010,1,1,23,0,10.595,1.92
2010,1,1,23,5,10.846,1.952
2010,1,1,23,10,10.968,1.961
2010,1,1,23,15,11.023,1.964
2010,1,1,23,20,11.105,1.967
2010,1,1,23,25,11.334,1.977
2010,1,1,23,30,11.700000000000001,1.992
2010,1,1,23,35,11.88,1.999
2010,1,1,23,40,11.905,2.0
