SiteID, 70784.0,Site Timezone,-5.0,Data Timezone,0
Longitude, -75.000671
Latitude, 40.016705
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),power (MW)
2007,1,1,0,0,6.549,0.6930000000000001
2007,1,1,0,5,6.521,0.684
2007,1,1,0,10,6.5360000000000005,0.6890000000000001
2007,1,1,0,15,6.546,0.6920000000000001
2007,1,1,0,20,6.506,0.679
2007,1,1,0,25,6.509,0.68
2007,1,1,0,30,6.527,0.686
2007,1,1,0,35,6.53,0.687
2007,1,1,0,40,6.485,0.673
2007,1,1,0,45,6.3870000000000005,0.642
2007,1,1,0,50,6.314,0.62
2007,1,1,0,55,6.234,0.595
2007,1,1,1,0,6.134,0.5640000000000001
2007,1,1,1,5,6.07,0.544
2007,1,1,1,10,6.015000000000001,0.527
2007,1,1,1,15,5.969,0.513
2007,1,1,1,20,5.938,0.504
2007,1,1,1,25,5.917,0.498
2007,1,1,1,30,5.914,0.497
2007,1,1,1,35,5.917,0.498
2007,1,1,1,40,5.941,0.504
2007,1,1,1,45,5.941,0.504
2007,1,1,1,50,5.92,0.498
2007,1,1,1,55,5.908,0.495
2007,1,1,2,0,5.917,0.498
2007,1,1,2,5,5.92,0.498
2007,1,1,2,10,5.829,0.47700000000000004
2007,1,1,2,15,5.92,0.498
2007,1,1,2,20,6.2010000000000005,0.583
2007,1,1,2,25,5.591,0.421
2007,1,1,2,30,5.905,0.494
2007,1,1,2,35,5.804,0.47100000000000003
2007,1,1,2,40,5.767,0.462
2007,1,1,2,45,5.581,0.418
2007,1,1,2,50,5.331,0.36
2007,1,1,2,55,5.658,0.436
2007,1,1,3,0,5.746,0.457
2007,1,1,3,5,5.7090000000000005,0.448
2007,1,1,3,10,5.691,0.444
2007,1,1,3,15,5.88,0.488
2007,1,1,3,20,5.795,0.468
2007,1,1,3,25,5.862,0.483
2007,1,1,3,30,5.941,0.502
2007,1,1,3,35,6.039,0.532
2007,1,1,3,40,6.186,0.577
2007,1,1,3,45,6.244,0.595
2007,1,1,3,50,6.369,0.633
2007,1,1,3,55,6.4910000000000005,0.67
2007,1,1,4,0,6.54,0.685
2007,1,1,4,5,6.543,0.686
2007,1,1,4,10,6.543,0.686
2007,1,1,4,15,6.549,0.6880000000000001
2007,1,1,4,20,6.640000000000001,0.716
2007,1,1,4,25,6.7170000000000005,0.739
2007,1,1,4,30,6.5120000000000005,0.676
2007,1,1,4,35,6.478,0.665
2007,1,1,4,40,6.396,0.64
2007,1,1,4,45,6.3020000000000005,0.611
2007,1,1,4,50,6.2250000000000005,0.587
2007,1,1,4,55,6.396,0.64
2007,1,1,5,0,6.607,0.704
2007,1,1,5,5,6.634,0.713
2007,1,1,5,10,7.104,0.87
2007,1,1,5,15,7.8790000000000004,1.17
2007,1,1,5,20,8.032,1.228
2007,1,1,5,25,7.605,1.064
2007,1,1,5,30,7.296,0.9440000000000001
2007,1,1,5,35,7.247,0.925
2007,1,1,5,40,7.513,1.027
2007,1,1,5,45,7.614,1.066
2007,1,1,5,50,7.489,1.018
2007,1,1,5,55,6.878,0.787
2007,1,1,6,0,6.909,0.796
2007,1,1,6,5,6.8020000000000005,0.763
2007,1,1,6,10,6.854,0.779
2007,1,1,6,15,7.135,0.88
2007,1,1,6,20,7.495,1.0190000000000001
2007,1,1,6,25,7.364,0.968
2007,1,1,6,30,7.175,0.895
2007,1,1,6,35,7.239,0.92
2007,1,1,6,40,7.3180000000000005,0.9510000000000001
2007,1,1,6,45,7.825,1.1460000000000001
2007,1,1,6,50,8.105,1.2530000000000001
2007,1,1,6,55,7.571,1.047
2007,1,1,7,0,7.73,1.108
2007,1,1,7,5,7.058,0.849
2007,1,1,7,10,6.777,0.754
2007,1,1,7,15,6.448,0.653
2007,1,1,7,20,6.909,0.794
2007,1,1,7,25,7.175,0.894
2007,1,1,7,30,7.864,1.16
2007,1,1,7,35,8.13,1.2610000000000001
2007,1,1,7,40,8.426,1.374
2007,1,1,7,45,8.972,1.578
2007,1,1,7,50,7.532,1.031
2007,1,1,7,55,8.42,1.371
2007,1,1,8,0,9.332,1.674
2007,1,1,8,5,8.844,1.532
2007,1,1,8,10,8.63,1.45
2007,1,1,8,15,8.783,1.5090000000000001
2007,1,1,8,20,9.048,1.598
2007,1,1,8,25,8.712,1.481
2007,1,1,8,30,8.178,1.2770000000000001
2007,1,1,8,35,8.062,1.233
2007,1,1,8,40,7.989,1.204
2007,1,1,8,45,7.598,1.054
2007,1,1,8,50,7.235,0.914
2007,1,1,8,55,7.031000000000001,0.834
2007,1,1,9,0,6.952,0.804
2007,1,1,9,5,7.181,0.891
2007,1,1,9,10,7.1690000000000005,0.887
2007,1,1,9,15,7.941,1.184
2007,1,1,9,20,8.148,1.2630000000000001
2007,1,1,9,25,8.585,1.429
2007,1,1,9,30,8.249,1.301
2007,1,1,9,35,8.203,1.283
2007,1,1,9,40,7.944,1.184
2007,1,1,9,45,8.319,1.326
2007,1,1,9,50,8.120000000000001,1.25
2007,1,1,9,55,7.897,1.165
2007,1,1,10,0,7.65,1.07
2007,1,1,10,5,7.721,1.096
2007,1,1,10,10,7.751,1.107
2007,1,1,10,15,7.8790000000000004,1.156
2007,1,1,10,20,8.035,1.215
2007,1,1,10,25,8.636000000000001,1.444
2007,1,1,10,30,8.612,1.434
2007,1,1,10,35,8.63,1.44
2007,1,1,10,40,8.697000000000001,1.466
2007,1,1,10,45,8.489,1.3860000000000001
2007,1,1,10,50,8.032,1.212
2007,1,1,10,55,8.065,1.224
2007,1,1,11,0,8.322000000000001,1.321
2007,1,1,11,5,8.737,1.477
2007,1,1,11,10,8.981,1.57
2007,1,1,11,15,9.024000000000001,1.581
2007,1,1,11,20,8.829,1.5110000000000001
2007,1,1,11,25,8.676,1.453
2007,1,1,11,30,8.789,1.495
2007,1,1,11,35,9.143,1.611
2007,1,1,11,40,9.576,1.725
2007,1,1,11,45,10.007,1.837
2007,1,1,11,50,10.064,1.844
2007,1,1,11,55,10.077,1.845
2007,1,1,12,0,10.428,1.8880000000000001
2007,1,1,12,5,10.446,1.8900000000000001
2007,1,1,12,10,10.602,1.909
2007,1,1,12,15,10.586,1.907
2007,1,1,12,20,10.528,1.899
2007,1,1,12,25,10.8,1.932
2007,1,1,12,30,10.815,1.934
2007,1,1,12,35,10.898,1.944
2007,1,1,12,40,10.428,1.885
2007,1,1,12,45,10.413,1.883
2007,1,1,12,50,10.52,1.8960000000000001
2007,1,1,12,55,10.831,1.934
2007,1,1,13,0,11.313,1.97
2007,1,1,13,5,11.737,1.987
2007,1,1,13,10,12.271,2.0
2007,1,1,13,15,12.414,2.0
2007,1,1,13,20,12.561,2.0
2007,1,1,13,25,12.790000000000001,2.0
2007,1,1,13,30,13.067,2.0
2007,1,1,13,35,13.214,2.0
2007,1,1,13,40,12.866,2.0
2007,1,1,13,45,12.686,2.0
2007,1,1,13,50,12.909,2.0
2007,1,1,13,55,13.376,2.0
2007,1,1,14,0,13.684000000000001,2.0
2007,1,1,14,5,13.745000000000001,2.0
2007,1,1,14,10,13.812000000000001,2.0
2007,1,1,14,15,13.491,2.0
2007,1,1,14,20,12.821,2.0
2007,1,1,14,25,7.384,0.9420000000000001
2007,1,1,14,30,8.634,1.423
2007,1,1,14,35,9.439,1.682
2007,1,1,14,40,7.886,1.143
2007,1,1,14,45,7.833,1.125
2007,1,1,14,50,6.952,0.79
2007,1,1,14,55,6.046,0.515
2007,1,1,15,0,5.7250000000000005,0.438
2007,1,1,15,5,5.5360000000000005,0.394
2007,1,1,15,10,5.072,0.28600000000000003
2007,1,1,15,15,5.027,0.276
2007,1,1,15,20,6.067,0.522
2007,1,1,15,25,5.181,0.311
2007,1,1,15,30,4.3790000000000004,0.167
2007,1,1,15,35,3.586,0.066
2007,1,1,15,40,3.497,0.057
2007,1,1,15,45,3.619,0.069
